file,steps,zero_frac_norm,exact_zero_frac_norm,mean_norm,median_norm,p95_norm,mean_abs_norm,zero_frac_x,exact_zero_frac_x,mean_abs_x,std_x,min_x,max_x,zero_frac_y,exact_zero_frac_y,mean_abs_y,std_y,min_y,max_y,zero_frac_z,exact_zero_frac_z,mean_abs_z,std_z,min_z,max_z,zero_frac_w,exact_zero_frac_w,mean_abs_w,std_w,min_w,max_w,zero_frac_g,exact_zero_frac_g,mean_abs_g,std_g,min_g,max_g
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__plate-ycb_apple_wrapper__localpatched_teleop_2026-01-09_15-29-29.tfrecord,775,0.22580645161290322,0.0012903225806451613,0.006536813452839851,0.0016809190856292844,0.027620653249323213,0.0014571171486750245,0.4154838709677419,0.0025806451612903226,0.0013559021754190326,0.0025135958567261696,-0.007967399433255196,0.008941225707530975,0.552258064516129,0.0025806451612903226,0.0010649478062987328,0.0019023990025743842,-0.006133668124675751,0.005280628800392151,0.37548387096774194,0.016774193548387096,0.0006949412636458874,0.0015028169145807624,-0.02660077065229416,0.004379749298095703,0.9535483870967741,0.9535483870967741,0.004053667653352022,0.018820369616150856,-0.08726668357849121,0.08726668357849121,0.9961290322580645,0.9961290322580645,0.00011612902744673193,0.0018673139857128263,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__plate-ycb_apple_wrapper__localpatched_teleop_2026-01-09_15-30-36.tfrecord,980,0.28061224489795916,0.0010204081632653062,0.00593770295381546,0.0007051335996948183,0.08726644515991211,0.0012581762857735157,0.6183673469387755,0.0020408163265306124,0.00019875774160027504,0.00038063773536123335,-0.0006572464480996132,0.0021586641669273376,0.6204081632653061,0.0020408163265306124,0.0004322136228438467,0.0010599682573229074,-0.005875416100025177,0.0009160637855529785,0.3163265306122449,0.0163265306122449,0.0008763849618844688,0.0016306973993778229,-0.02660077065229416,0.00514550507068634,0.9469387755102041,0.9469387755102041,0.004630464594811201,0.020111288875341415,-0.08726644515991211,0.08726644515991211,0.9948979591836735,0.9948979591836735,0.0001530612207716331,0.002143731340765953,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__plate-ycb_apple_wrapper__localpatched_teleop_2026-01-09_15-31-46.tfrecord,484,0.1756198347107438,0.002066115702479339,0.00198460859246552,0.0010284314630553126,0.005919874692335721,0.0004754245455842465,0.6508264462809917,0.004132231404958678,0.00027149784727953374,0.0005652381223626435,-0.0023541636765003204,0.0017497288063168526,0.39462809917355374,0.004132231404958678,0.0011363918893039227,0.00206398731097579,-0.004300106316804886,0.0063510313630104065,0.3119834710743802,0.03305785123966942,0.0007832819246686995,0.001755996490828693,-0.02660077065229416,0.0055441707372665405,1.0,1.0,0.0,0.0,0.0,0.0,0.993801652892562,0.993801652892562,0.0001859504118328914,0.0023635232355445623,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_colored_wood_blocks_wrapper__localpatched_teleop_2025-12-26_11-59-29.tfrecord,663,0.20211161387631976,0.0015082956259426848,0.0018764163833111525,0.001142023247666657,0.006057840958237648,0.0004990035085938871,0.6018099547511312,0.0030165912518853697,0.00046335981460288167,0.000925275671761483,-0.0028172284364700317,0.0028798282146453857,0.5776772247360482,0.0030165912518853697,0.0003612787986639887,0.0007162050460465252,-0.0026712194085121155,0.0025709867477416992,0.17345399698340874,0.024132730015082957,0.001579883275553584,0.002438274910673499,-0.02660077065229416,0.007209330797195435,1.0,1.0,0.0,0.0,0.0,0.0,0.9969834087481146,0.9969834087481146,9.049773507285863e-05,0.0016489491099491715,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_cups-ycb_apple-ycb_banana-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-32-10.tfrecord,641,0.25273010920436817,0.0015600624024961,0.0015704905381426215,0.0010036390740424395,0.004605178255587816,0.0003700309316627681,0.7831513260530422,0.0031201248049922,0.00012705090921372175,0.0003120199544355273,-0.001537521369755268,0.0010700356215238571,0.5460218408736349,0.0031201248049922,0.0006950519746169448,0.0015047118067741394,-0.004498504102230072,0.006273277103900909,0.28081123244929795,0.0249609984399376,0.0008876463398337364,0.0016274744411930442,-0.02660077065229416,0.004091978073120117,1.0,1.0,0.0,0.0,0.0,0.0,0.9953198127925117,0.9953198127925117,0.0001404056092724204,0.002053422387689352,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_cups-ycb_apple-ycb_banana-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-34-16.tfrecord,607,0.25370675453047775,0.0016474464579901153,0.003926985431462526,0.0007909030537120998,0.004771525971591471,0.0008788230479694903,0.5733113673805601,0.004942339373970346,0.0006408763001672924,0.0012810224434360862,-0.004147127270698547,0.0043608397245407104,0.49917627677100496,0.0032948929159802307,0.00041213183430954814,0.00078917748760432,-0.0036676586605608463,0.002410324290394783,0.28171334431630973,0.026359143327841845,0.0006544575444422662,0.0014302482595667243,-0.02660077065229416,0.0029461532831192017,0.9703459637561779,0.9703459637561779,0.0025878027081489563,0.014815161935985088,-0.08726668357849121,0.0,0.9967051070840197,0.9967051070840197,9.88467872957699e-05,0.0017234549159184098,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_cups-ycb_hammer-ycb_medium_clamp_wrapper__localpatched_teleop_2026-01-13_12-51-27.tfrecord,714,0.24509803921568626,0.0014005602240896359,0.001246509957127273,0.0006969626992940903,0.0034552768804132945,0.00031927457894198596,0.5210084033613446,0.0028011204481792717,0.0002315320452908054,0.00043644910329021513,-0.0024371352046728134,0.0007427148520946503,0.42016806722689076,0.0028011204481792717,0.0006446964689530432,0.00109221285674721,-0.003971867263317108,0.003646537661552429,0.32492997198879553,0.022408963585434174,0.0005940943374298513,0.0013908017426729202,-0.02660077065229416,0.0033543482422828674,1.0,1.0,0.0,0.0,0.0,0.0,0.9957983193277311,0.9957983193277311,0.00012605042138602585,0.001945523894391954,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_cups-ycb_hammer-ycb_medium_clamp_wrapper__localpatched_teleop_2026-01-13_12-52-32.tfrecord,850,0.3129411764705882,0.001176470588235294,0.005558203440159559,0.0010166724678128958,0.030000784806907176,0.0011474591447040439,0.711764705882353,0.002352941176470588,0.00048427010187879205,0.0012644936796277761,-0.0067940354347229,0.0024777166545391083,0.8788235294117647,0.01764705882352941,0.00010053446021629497,0.00032422016374766827,-0.0020253099501132965,0.0006553009152412415,0.33647058823529413,0.018823529411764704,0.0008372866432182491,0.00159813545178622,-0.02660077065229416,0.004514902830123901,0.951764705882353,0.951764705882353,0.004209322854876518,0.019077802076935768,-0.08726644515991211,0.08726668357849121,0.9964705882352941,0.9964705882352941,0.0001058823472703807,0.0017829618882387877,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_cups_wrapper__localpatched_teleop_2025-12-26_12-02-54.tfrecord,417,0.14388489208633093,0.002398081534772182,0.0027482984587550163,0.0013885891530662775,0.00876214653253555,0.0007898039184510708,0.4988009592326139,0.004796163069544364,0.001024642027914524,0.0020392201840877533,-0.005522690713405609,0.006301321089267731,0.3980815347721823,0.004796163069544364,0.0008086147718131542,0.001384839415550232,-0.003229200839996338,0.005709230899810791,0.2014388489208633,0.03836930455635491,0.0019718781113624573,0.0030313017778098583,-0.02660077065229416,0.007858812808990479,1.0,1.0,0.0,0.0,0.0,0.0,0.9952038369304557,0.9952038369304557,0.00014388488489203155,0.0020801257342100143,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_a_toy_airplane_wrapper__localpatched_teleop_2025-12-26_12-06-14.tfrecord,1197,0.2756892230576441,0.000835421888053467,0.004549864679574966,0.0006514667184092104,0.00747495098039508,0.0009842605795711279,0.7159565580618212,0.007518796992481203,0.00044234751840122044,0.0012873195810243487,-0.00757257267832756,0.004138005897402763,0.695906432748538,0.003341687552213868,0.00030176888685673475,0.0007981678354553878,-0.002832910045981407,0.004888374358415604,0.316624895572264,0.013366750208855471,0.000992177170701325,0.0018762482795864344,-0.02660077065229416,0.0075269341468811035,0.9640768588137009,0.9640768588137009,0.003134885337203741,0.01639149710536003,-0.08726644515991211,0.08726668357849121,0.9983291562238931,0.9983291562238931,5.012531255488284e-05,0.0012267911806702614,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_b_cups-ycb_banana-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-07-07.tfrecord,465,0.2967741935483871,0.002150537634408602,0.0015297633362933993,0.0006993492715992033,0.004057940375059843,0.0004109747242182493,0.5032258064516129,0.004301075268817204,0.0005835111951455474,0.0010923054069280624,-0.003171561285853386,0.0041448697447776794,0.46881720430107526,0.004301075268817204,0.0005655524437315762,0.0009687591809779406,-0.003473937511444092,0.0023143887519836426,0.3870967741935484,0.034408602150537634,0.0007122613023966551,0.0016978312050923705,-0.02660077065229416,0.003907196223735809,1.0,1.0,0.0,0.0,0.0,0.0,0.9935483870967742,0.9935483870967742,0.00019354837422724813,0.0024113929830491543,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_b_cups-ycb_banana-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-10-25.tfrecord,741,0.2496626180836707,0.001349527665317139,0.0035607258323580027,0.0008924063295125961,0.0051874155178666115,0.0007987365243025124,0.5587044534412956,0.002699055330634278,0.0005354807944968343,0.001169412862509489,-0.003187625203281641,0.005849365144968033,0.6666666666666666,0.002699055330634278,0.00044177696690894663,0.0009366797166876495,-0.0030695179011672735,0.0031578429043293,0.242914979757085,0.021592442645074223,0.0007751350640319288,0.001512727583758533,-0.02660077065229416,0.0043570250272750854,0.9757085020242915,0.9757085020242915,0.002119832905009389,0.01344414334744215,0.0,0.08726668357849121,0.9959514170040485,0.9959514170040485,0.00012145748769398779,0.001909711747430265,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_b_cups-ycb_banana-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-12-12.tfrecord,477,0.27882599580712786,0.0020964360587002098,0.0012968563241884112,0.0005697552696801722,0.005537010543048379,0.00033249150146730244,0.8805031446540881,0.0041928721174004195,0.0002702910569496453,0.0008582391892559826,-0.004576101899147034,9.913957910612226e-05,0.4549266247379455,0.0041928721174004195,0.0006189504638314247,0.0013648588210344315,-0.006309758871793747,0.00124388188123703,0.3417190775681342,0.033542976939203356,0.0006474297842942178,0.00155725353397429,-0.02660077065229416,0.0029461532831192017,1.0,1.0,0.0,0.0,0.0,0.0,0.9958071278825996,0.9958071278825996,0.0001257861586054787,0.0019446111982688308,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2025-12-26_09-59-07.tfrecord,835,0.19760479041916168,0.0011976047904191617,0.0015861140564084053,0.0012676947517320514,0.0040352596435695885,0.0003573404683265835,0.5856287425149701,0.0023952095808383233,0.00043895223643630743,0.0009022745070978999,-0.004202201962471008,0.0026438049972057343,0.7760479041916167,0.0023952095808383233,0.00019980834622401744,0.0005588952335529029,-2.3767352104187012e-05,0.0037185531109571457,0.3017964071856287,0.019161676646706587,0.0010401583276689053,0.0017936016665771604,-0.02660077065229416,0.005469605326652527,1.0,1.0,0.0,0.0,0.0,0.0,0.9964071856287425,0.9964071856287425,0.00010778442810988054,0.001798922079615295,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2025-12-26_10-01-59.tfrecord,1037,0.24300867888138863,0.0009643201542912247,0.0048555852845311165,0.0011785686947405338,0.007261652499437332,0.0010585426352918148,0.7328833172613307,0.0019286403085824494,0.000230070436373353,0.0006192211876623333,-0.0015626936219632626,0.004245797172188759,0.6123432979749277,0.0019286403085824494,0.00066823058295995,0.0015161242336034775,-0.004398435354232788,0.0070892199873924255,0.3018322082931533,0.03182256509161042,0.001278122654184699,0.002162851160392165,-0.02660077065229416,0.006183505058288574,0.9652844744455159,0.9652844744455159,0.0030295010656118393,0.01626742258667946,-0.08726668357849121,0.08726668357849121,0.9971070395371263,0.9971070395371263,8.678880840307102e-05,0.0016141063533723354,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2025-12-26_10-03-48.tfrecord,915,0.20546448087431693,0.001092896174863388,0.005680407397449017,0.0013632704503834248,0.007559978030622005,0.0012046623742207885,0.7814207650273224,0.002185792349726776,0.0001246816827915609,0.0003168471739627421,-0.0006480887532234192,0.001969132572412491,0.5967213114754099,0.002185792349726776,0.0009447889751754701,0.0020160221029073,-0.007467424031347036,0.004226408898830414,0.2896174863387978,0.017486338797814208,0.0013266745954751968,0.002376088174059987,-0.02660077065229416,0.007491111755371094,0.9595628415300547,0.9595628415300547,0.003528807545080781,0.017557742074131966,-0.08726668357849121,0.08726668357849121,0.9967213114754099,0.9967213114754099,9.836065146373585e-05,0.0017184187890961766,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2025-12-26_10-06-45.tfrecord,1058,0.31379962192816635,0.000945179584120983,0.005457833409309387,0.0011278865858912468,0.010253960825502872,0.0012389024486765265,0.6691871455576559,0.001890359168241966,0.0008596187690272927,0.0020752635318785906,-0.00846526026725769,0.0060194432735443115,0.5916824196597353,0.002835538752362949,0.0008165060426108539,0.0018988566007465124,-0.0069939494132995605,0.006780900061130524,0.3166351606805293,0.015122873345935728,0.0011340215569362044,0.0021368861198425293,-0.02660077065229416,0.007671862840652466,0.9621928166351607,0.9621928166351607,0.0032992989290505648,0.01697542518377304,-0.08726668357849121,0.08726668357849121,0.997164461247637,0.997164461247637,8.506615995429456e-05,0.001597992959432304,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2026-01-09_15-49-23.tfrecord,664,0.15813253012048192,0.0015060240963855422,0.0023046175483614206,0.00142729002982378,0.006933812517672779,0.0006327205919660628,0.39457831325301207,0.0030120481927710845,0.0008016363135538995,0.0016141787637025118,-0.007005937397480011,0.00461995042860508,0.3042168674698795,0.0030120481927710845,0.000917769328225404,0.0015705046243965626,-0.004843943752348423,0.0048934221267700195,0.2635542168674699,0.024096385542168676,0.0013086538529023528,0.0021347985602915287,-0.02660077065229416,0.0055890679359436035,1.0,1.0,0.0,0.0,0.0,0.0,0.9954819277108434,0.9954819277108434,0.00013554217002820224,0.002017516177147627,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2026-01-09_15-52-23.tfrecord,764,0.21727748691099477,0.0013089005235602095,0.006461310666054487,0.0014132880605757236,0.029490610584616737,0.0013933621812611818,0.6518324607329843,0.002617801047120419,0.0004637240490410477,0.0011678425362333655,-0.006539329886436462,0.0018012858927249908,0.3900523560209424,0.002617801047120419,0.001493413932621479,0.0026286887004971504,-0.008037358522415161,0.0068672895431518555,0.4162303664921466,0.002617801047120419,0.0007048835977911949,0.0016702553257346153,-0.02660077065229416,0.006146952509880066,0.9515706806282722,0.9515706806282722,0.004226254764944315,0.019213976338505745,-0.08726644515991211,0.08726644515991211,0.9973821989528796,0.9973821989528796,7.853403076296672e-05,0.0015359390527009964,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2026-01-09_15-54-12.tfrecord,774,0.11498708010335917,0.0012919896640826874,0.0069208526983857155,0.002389016095548868,0.014999619126318262,0.0015180472983047366,0.3979328165374677,0.002583979328165375,0.0018856505630537868,0.003164504421874881,-0.007714569568634033,0.008546575903892517,0.42764857881136953,0.002583979328165375,0.0007899079355411232,0.001411868492141366,-0.006490185856819153,0.003199554979801178,0.40568475452196384,0.003875968992248062,0.0007782530155964196,0.001762556261382997,-0.02660077065229416,0.0063556283712387085,0.9534883720930233,0.9534883720930233,0.004058904945850372,0.01883254013955593,-0.08726668357849121,0.08726668357849121,0.9974160206718347,0.9974160206718347,7.7519376645796e-05,0.001525971805676818,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2026-01-09_15-55-16.tfrecord,726,0.16666666666666666,0.0013774104683195593,0.007669821847230196,0.0011123297736048698,0.08726648055016994,0.0016648320015519857,0.5743801652892562,0.0027548209366391185,0.0006089682574383914,0.0011710261460393667,-0.0039512887597084045,0.004297778010368347,0.5440771349862259,0.0027548209366391185,0.0008802124066278338,0.0019518521148711443,-0.00548873096704483,0.007494769990444183,0.2066115702479339,0.02203856749311295,0.0009413287625648081,0.0016802744939923286,-0.02660077065229416,0.0049947649240493774,0.9338842975206612,0.9338842975206612,0.005769682116806507,0.022349607199430466,-0.08726668357849121,0.08726644515991211,0.9958677685950413,0.9958677685950413,0.0001239669363712892,0.0019293559016659856,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_bowl_wrapper__localpatched_teleop_2026-01-09_15-56-34.tfrecord,901,0.31076581576026635,0.0011098779134295228,0.007503795437514782,0.0008198381983675063,0.0872664824128151,0.0015818326501175761,0.47613762486126526,0.0022197558268590455,0.000478772766655311,0.0008810340077616274,-0.0012246295809745789,0.00476682186126709,0.6526082130965594,0.0022197558268590455,0.0004884444060735404,0.0012310578022152185,-0.004986383020877838,0.005926735699176788,0.4339622641509434,0.017758046614872364,0.0006433309172280133,0.0014801279176026583,-0.02660077065229416,0.0050138384103775024,0.9289678135405105,0.9289678135405105,0.006198727060109377,0.02308860421180725,-0.08726668357849121,0.08726644515991211,0.9966703662597114,0.9966703662597114,9.988901001634076e-05,0.001731735304929316,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_c_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-38-20.tfrecord,890,0.20674157303370785,0.0011235955056179776,0.002284657908603549,0.0008935178630053997,0.004115288471803069,0.0005234992713667452,0.6921348314606741,0.0022471910112359553,0.00029152611386962235,0.0006612875731661916,-0.0032483749091625214,0.0018227994441986084,0.7,0.0022471910112359553,0.000302913918858394,0.0006702753598801792,-0.0030082017183303833,0.0009043216705322266,0.1898876404494382,0.017977528089887642,0.0010394628625363111,0.001738320803269744,-0.02660077065229416,0.00553537905216217,0.9898876404494382,0.9898876404494382,0.0008824696415103972,0.008736117742955685,0.0,0.08726644515991211,0.996629213483146,0.996629213483146,0.0001011235945043154,0.0017424128018319607,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_d_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-20-06.tfrecord,594,0.3063973063973064,0.0016835016835016834,0.004182802047580481,0.0010290101636201143,0.008097229106351734,0.0009712643222883344,0.5841750841750841,0.003367003367003367,0.000540374603588134,0.001174566219560802,-0.005531132221221924,0.002316027879714966,0.5606060606060606,0.003367003367003367,0.0009037313284352422,0.001831230241805315,-0.003579147160053253,0.007039763033390045,0.29124579124579125,0.026936026936026935,0.0009100878960452974,0.0017831348814070225,-0.02660077065229416,0.00470443069934845,0.9730639730639731,0.9730639730639731,0.0023506113793700933,0.014331402257084846,-0.08726644515991211,0.08726644515991211,0.9949494949494949,0.9949494949494949,0.00015151513798628002,0.0021332071628421545,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_d_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-24-39.tfrecord,712,0.300561797752809,0.0014044943820224719,0.004130274523049593,0.0008706816006451845,0.006924932682886719,0.0009403293370269239,0.6460674157303371,0.0028089887640449437,0.0005563701852224767,0.0012641999637708068,-0.005208536982536316,0.004417791962623596,0.4957865168539326,0.0028089887640449437,0.0008181125740520656,0.001756993937306106,-0.006428144872188568,0.0062285661697387695,0.3946629213483146,0.02247191011235955,0.0008720204932615161,0.0017872523749247193,-0.02660077065229416,0.005494788289070129,0.973314606741573,0.973314606741573,0.002328739734366536,0.014073973521590233,0.0,0.08726668357849121,0.9957865168539326,0.9957865168539326,0.00012640448403544724,0.001948256976902485,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_d_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-39-55.tfrecord,612,0.2679738562091503,0.0016339869281045752,0.001541885663755238,0.0008132994407787919,0.004247029288671909,0.0004026449751108885,0.5163398692810458,0.0032679738562091504,0.00041910537402145565,0.0007949931896291673,-0.003460623323917389,0.0012592077255249023,0.6176470588235294,0.0032679738562091504,0.00044450649875216186,0.0010716811520978808,-0.005517050623893738,0.002202387899160385,0.25163398692810457,0.026143790849673203,0.0010025539668276906,0.0017780243651941419,-0.02660077065229416,0.004502087831497192,1.0,1.0,0.0,0.0,0.0,0.0,0.9950980392156863,0.9950980392156863,0.00014705881767440587,0.002101563150063157,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_e_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-27-30.tfrecord,527,0.20113851992409867,0.0018975332068311196,0.0023186292964965105,0.001861021970398724,0.007875370047986507,0.0006539759342558682,0.3567362428842505,0.003795066413662239,0.0010568848811089993,0.0019842491019517183,-0.007601557299494743,0.0026756301522254944,0.27703984819734345,0.003795066413662239,0.001218142220750451,0.001928122015669942,-0.006922559812664986,0.004157148767262697,0.22960151802656548,0.030360531309297913,0.0008240758324973285,0.001638932852074504,-0.02660077065229416,0.003717772662639618,1.0,1.0,0.0,0.0,0.0,0.0,0.9943074003795066,0.9943074003795066,0.00017077798838727176,0.0022649168968200684,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_e_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-42-00.tfrecord,741,0.2807017543859649,0.001349527665317139,0.003046169877052307,0.0007870718836784363,0.004453742876648903,0.0006974345888011158,0.4966261808367072,0.004048582995951417,0.000389690394513309,0.0007042500656098127,-0.0023736804723739624,0.0029575731605291367,0.5141700404858299,0.002699055330634278,0.0004719712014775723,0.0009153522551059723,-0.002139788120985031,0.003961473703384399,0.3724696356275304,0.021592442645074223,0.0007375268614850938,0.001565687358379364,-0.02660077065229416,0.004633814096450806,0.979757085020243,0.979757085020243,0.0017665271880105138,0.01229807734489441,0.0,0.08726644515991211,0.9959514170040485,0.9959514170040485,0.00012145748769398779,0.001909711747430265,-0.029999999329447746,0.029999999329447746
/root/repo/cdpr_synth_10hz/libero_spatial_no_noops/tfrecords_human_control_fixed/libero_spatial_no_noops-train-HUMAN_CONTROL_desk__ycb_apple-ycb_banana-ycb_e_cups-ycb_fork_wrapper__localpatched_teleop_2026-01-13_12-43-47.tfrecord,1338,0.11210762331838565,0.0007473841554559044,0.004233294166624546,0.0013803445035591722,0.005544016766361876,0.0009678246569819748,0.3931240657698057,0.0014947683109118087,0.0005887579172849655,0.001011112704873085,-0.004619065672159195,0.004322022199630737,0.21823617339312407,0.0014947683109118087,0.0007793222903274,0.001208928762935102,-0.003216993063688278,0.006208166480064392,0.3505231689088191,0.01195814648729447,0.0007500736974179745,0.001365934032946825,-0.02660077065229416,0.004329994320869446,0.9701046337817638,0.9701046337817638,0.002608862239867449,0.0150851896032691,-0.08726644515991211,0.08726644515991211,0.9962630792227205,0.9962630792227205,0.00011210762022528797,0.0018344566924497485,-0.029999999329447746,0.029999999329447746
