episode,npz,status,steps,zero_norm_frac,near0_norm_frac,mean_norm,p50_norm,p95_norm,max_norm,xyz_key,ctrl_shape,xyz_shape,x_exact0_frac,x_near0_frac,x_min,x_max,x_std,y_exact0_frac,y_near0_frac,y_min,y_max,y_std,z_exact0_frac,z_near0_frac,z_min,z_max,z_std,w_exact0_frac,w_near0_frac,w_min,w_max,w_std,g_exact0_frac,g_near0_frac,g_min,g_max,g_std
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-55-20,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-55-20/trajectory_data.npz,ok,939,0.0010649627263045794,0.03301384451544196,0.0022244586143642664,0.001754237338900566,0.006491426425054668,0.03002002090215683,ee_position,"(939, 6)","(939, 3)",0.002129925452609159,0.13738019169329074,-0.007058396935462952,0.0047293901443481445,0.0015557663282379508,0.002129925452609159,0.16187433439829607,-0.004782415926456451,0.0053217411041259766,0.0012381580891087651,0.01703940362087327,0.03514376996805112,-0.02660077065229416,0.006733834743499756,0.0021114905830472708,1.0,1.0,0.0,0.0,0.0,0.9968051118210862,0.9968051118210862,-0.029999999329447746,0.029999999329447746,0.0016953992890194058
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-57-23,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-57-23/trajectory_data.npz,ok,983,0.001017293997965412,0.059003051881993895,0.0018830235349014401,0.0010632345220074058,0.00674234232865274,0.03001716360449791,ee_position,"(983, 6)","(983, 3)",0.002034587995930824,0.24109867751780265,-0.007397577166557312,0.003392629325389862,0.0014266734942793846,0.002034587995930824,0.17497456765005087,-0.004168480634689331,0.001855805516242981,0.0008182870806194842,0.029501525940996948,0.06002034587995931,-0.02660077065229416,0.007307112216949463,0.0022064964286983013,1.0,1.0,0.0,0.0,0.0,0.9969481180061037,0.9969481180061037,-0.029999999329447746,0.029999999329447746,0.0016570341540500522
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-59-08,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_17-59-08/trajectory_data.npz,ok,756,0.0013227513227513227,0.041005291005291,0.0021938777063041925,0.0014729100512340665,0.006921531283296645,0.030047927051782608,ee_position,"(756, 6)","(756, 3)",0.0026455026455026454,0.21428571428571427,-0.005658671259880066,0.00246642529964447,0.0011925578583031893,0.0026455026455026454,0.12566137566137567,-0.0006445050239562988,0.0061132460832595825,0.0011995774693787098,0.021164021164021163,0.04365079365079365,-0.02660077065229416,0.007198631763458252,0.0023166846949607134,1.0,1.0,0.0,0.0,0.0,0.9947089947089947,0.9947089947089947,-0.029999999329447746,0.029999999329447746,0.00218217889778316
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_18-00-08,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_18-00-08/trajectory_data.npz,ok,1079,0.0009267840593141798,0.028730305838739572,0.001838515279814601,0.0009377739042975008,0.006662802444770932,0.030050743371248245,ee_position,"(1079, 6)","(1079, 3)",0.0018535681186283596,0.19184430027803523,-0.005692783743143082,0.00359383225440979,0.001019837218336761,0.0018535681186283596,0.09916589434661724,-0.0021383222192525864,0.007560528814792633,0.0013208757154643536,0.014828544949026877,0.028730305838739572,-0.02660077065229416,0.0075463056564331055,0.002129794331267476,1.0,1.0,0.0,0.0,0.0,0.9944392956441149,0.9944392956441149,-0.029999999329447746,0.029999999329447746,0.0022371038794517517
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_18-01-38,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2025-12-14_18-01-38/trajectory_data.npz,ok,1087,0.0009199632014719411,0.028518859245630176,0.004993882495909929,0.0007855244912207127,0.008353159576654437,0.08726898580789566,ee_position,"(1087, 6)","(1087, 3)",0.0027598896044158236,0.16927322907083717,-0.004457429051399231,0.005901560187339783,0.0011239098384976387,0.0018399264029438822,0.28334866605335784,-0.0012303730472922325,0.0034105200320482254,0.0006593393045477569,0.017479300827966882,0.09659613615455381,-0.02660077065229416,0.007085561752319336,0.0017989238258451223,0.9586016559337627,0.9586016559337627,-0.08726668357849121,0.08726668357849121,0.01775556057691574,0.9972401103955841,0.9972401103955841,-0.029999999329447746,0.029999999329447746,0.0015757977962493896
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-13-08,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-13-08/trajectory_data.npz,ok,1077,0.0009285051067780873,0.017641597028783658,0.004662549123167992,0.0008283080533146858,0.007838650606572628,0.08727013319730759,ee_position,"(1077, 6)","(1077, 3)",0.0018570102135561746,0.08542246982358404,-0.004916330333799124,0.002974027767777443,0.0009253329480998218,0.0018570102135561746,0.036211699164345405,-0.007932091131806374,0.006977155804634094,0.0021722614765167236,0.0064995357474466105,0.0872794800371402,-0.02660077065229416,0.004390694200992584,0.00127125671133399,0.9656453110492108,0.9656453110492108,0.0,0.08726668357849121,0.015894586220383644,0.9972144846796658,0.9972144846796658,-0.029999999329447746,0.029999999329447746,0.0015830943593755364
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-15-14,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-15-14/trajectory_data.npz,ok,1189,0.0008410428931875525,0.0159798149705635,0.003465888323262334,0.0009571427362971008,0.006857525091618293,0.08728809654712677,ee_position,"(1189, 6)","(1189, 3)",0.001682085786375105,0.0815811606391926,-0.006156593095511198,0.006199412047863007,0.001248398213647306,0.001682085786375105,0.08578637510513036,-0.007479846477508545,0.005806624889373779,0.0016032526036724448,0.004205214465937763,0.021026072329688814,-0.02660077065229416,0.006516635417938232,0.0017221583984792233,0.9806560134566863,0.9806560134566863,-0.08726668357849121,0.08726668357849121,0.012056877836585045,0.9974768713204374,0.9974768713204374,-0.029999999329447746,0.029999999329447746,0.0015067113563418388
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-16-23,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-16-23/trajectory_data.npz,ok,1046,0.0009560229445506692,0.029636711281070746,0.005058775655925274,0.001382099639158696,0.007027900428511202,0.08729410171508789,ee_position,"(1046, 6)","(1046, 3)",0.0019120458891013384,0.08986615678776291,-0.005675472319126129,0.004820931702852249,0.0012917992426082492,0.0019120458891013384,0.07839388145315487,-0.006120465695858002,0.005959963425993919,0.0017460185335949063,0.015296367112810707,0.029636711281070746,-0.02660077065229416,0.00498548150062561,0.001764212385751307,0.9646271510516252,0.9646271510516252,-0.08726668357849121,0.08726668357849121,0.016412576660513878,0.997131931166348,0.997131931166348,-0.029999999329447746,0.029999999329447746,0.0016063745133578777
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-17-34,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-17-34/trajectory_data.npz,ok,1037,0.0009643201542912247,0.01639344262295082,0.005579532589763403,0.0016385976923629642,0.008042951487004757,0.0873517096042633,ee_position,"(1037, 6)","(1037, 3)",0.0019286403085824494,0.14657666345226616,-0.007618173956871033,0.007048606872558594,0.002077433280646801,0.0019286403085824494,0.06460945033751206,-0.008226413279771805,0.0046098604798316956,0.001973507460206747,0.013500482160077145,0.03085824493731919,-0.02660077065229416,0.007441043853759766,0.0019491411512717605,0.9633558341369335,0.9633558341369335,-0.08726668357849121,0.08726668357849121,0.01670512557029724,0.9971070395371263,0.9971070395371263,-0.029999999329447746,0.029999999329447746,0.0016133278841152787
HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-18-36,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__ketchup-plate_wrapper__localpatched_teleop_2026-01-09_15-18-36/trajectory_data.npz,ok,1165,0.0008583690987124463,0.026609442060085836,0.007732387166470289,0.0009188249823637307,0.0872664526104927,0.08727124333381653,ee_position,"(1165, 6)","(1165, 3)",0.002575107296137339,0.15107296137339055,-0.0026865126565098763,0.001933148130774498,0.0005578905693255365,0.002575107296137339,0.19399141630901287,-0.0054509639739990234,0.0036085257306694984,0.0010427478700876236,0.013733905579399141,0.04034334763948498,-0.02660077065229416,0.00543193519115448,0.001350316102616489,0.9244635193133047,0.9244635193133047,-0.08726668357849121,0.08726668357849121,0.02397673949599266,0.9974248927038627,0.9974248927038627,-0.029999999329447746,0.029999999329447746,0.0015221474459394813
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_16-46-20,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_16-46-20/trajectory_data.npz,ok,1077,0.0009285051067780873,0.036211699164345405,0.0017021817620843649,0.001416055136360228,0.004542909003794193,0.030002547428011894,ee_position,"(1077, 6)","(1077, 3)",0.0018570102135561746,0.2181987000928505,-0.006546348333358765,0.004408739507198334,0.0013847838854417205,0.0018570102135561746,0.3398328690807799,-0.0009154132567346096,0.002122640609741211,0.00030174036510288715,0.014856081708449397,0.03806870937790158,-0.02660077065229416,0.005677163600921631,0.0017306867521256208,1.0,1.0,0.0,0.0,0.0,0.9972144846796658,0.9972144846796658,-0.029999999329447746,0.029999999329447746,0.0015830943593755364
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_16-57-28,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_16-57-28/trajectory_data.npz,ok,1112,0.0008992805755395684,0.0008992805755395684,0.004358397331088781,0.0009393415530212224,0.004076587897725403,0.08728136867284775,ee_position,"(1112, 6)","(1112, 3)",0.0017985611510791368,0.05485611510791367,-0.003914432600140572,0.0012359768152236938,0.000680102501064539,0.0017985611510791368,0.1843525179856115,-0.0027174949645996094,0.0006536543369293213,0.0005212568212300539,0.0008992805755395684,0.03147482014388489,-0.02660077065229416,0.004377692937850952,0.001447509159334004,0.9640287769784173,0.9640287769784173,-0.08726668357849121,0.08726668357849121,0.016550282016396523,0.9973021582733813,0.9973021582733813,-0.029999999329447746,0.029999999329447746,0.0015579890459775925
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-03-01,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-03-01/trajectory_data.npz,ok,1040,0.0009615384615384616,0.02980769230769231,0.0024145503994077444,0.000750281848013401,0.0038426652550697326,0.08728394657373428,ee_position,"(1040, 6)","(1040, 3)",0.0019230769230769232,0.27884615384615385,-0.0013696197420358658,0.002403923310339451,0.00036868700408376753,0.0038461538461538464,0.24711538461538463,-0.004738513380289078,0.00023749470710754395,0.0006864353781566024,0.015384615384615385,0.08076923076923077,-0.02660077065229416,0.004526853561401367,0.0015068229986354709,0.9855769230769231,0.9855769230769231,-0.08726644515991211,0.08726644515991211,0.010480024851858616,0.9971153846153846,0.9971153846153846,-0.029999999329447746,0.029999999329447746,0.0016110001597553492
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-06-56,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-06-56/trajectory_data.npz,ok,975,0.0010256410256410256,0.0010256410256410256,0.0017018539365381002,0.001403388800099492,0.004096133913844823,0.030020661652088165,ee_position,"(975, 6)","(975, 3)",0.0020512820512820513,0.021538461538461538,-0.0034442676696926355,0.0040548741817474365,0.0009215101599693298,0.0010256410256410256,0.010256410256410256,-0.003927372395992279,0.004417151212692261,0.0010078599443659186,0.0010256410256410256,0.0020512820512820513,-0.01528099924325943,0.0058477818965911865,0.0016154380282387137,1.0,1.0,0.0,0.0,0.0,0.9969230769230769,0.9969230769230769,-0.029999999329447746,0.029999999329447746,0.001663816045038402
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-10-23,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-10-23/trajectory_data.npz,ok,1074,0.000931098696461825,0.028864059590316574,0.0043653943575918674,0.0011696411529555917,0.0048309956677257985,0.08727040886878967,ee_position,"(1074, 6)","(1074, 3)",0.002793296089385475,0.18156424581005587,-0.004438415169715881,0.0033614635467529297,0.0010159625671803951,0.00186219739292365,0.15456238361266295,-0.0015682578086853027,0.004208113998174667,0.0006598770269192755,0.0148975791433892,0.054003724394785846,-0.02660077065229416,0.004911080002784729,0.0017366947140544653,0.9674115456238361,0.9674115456238361,-0.08726668357849121,0.08726668357849121,0.0157533697783947,0.9972067039106145,0.9972067039106145,-0.029999999329447746,0.029999999329447746,0.001585302990861237
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-13-43,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-13-43/trajectory_data.npz,ok,935,0.0010695187165775401,0.020320855614973262,0.0019309651106595993,0.0013958471827208996,0.00527007132768631,0.030040061101317406,ee_position,"(935, 6)","(935, 3)",0.0021390374331550803,0.15294117647058825,-0.0041799396276474,0.0032375305891036987,0.0009315775823779404,0.0021390374331550803,0.16042780748663102,-0.004351295530796051,0.002450212836265564,0.0007868577376939356,0.0053475935828877,0.020320855614973262,-0.02660077065229416,0.006682693958282471,0.0021702293306589127,1.0,1.0,0.0,0.0,0.0,0.9967914438502674,0.9967914438502674,-0.029999999329447746,0.029999999329447746,0.0016990206204354763
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-41-38,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-41-38/trajectory_data.npz,ok,828,0.0012077294685990338,0.06038647342995169,0.002660511527210474,0.0021774533670395613,0.006243312009610235,0.03009294904768467,ee_position,"(828, 6)","(828, 3)",0.0024154589371980675,0.1932367149758454,-0.005377389490604401,0.0036247223615646362,0.0011409891303628683,0.0024154589371980675,0.19202898550724637,-0.006301881745457649,0.0021793395280838013,0.0012606335803866386,0.020531400966183576,0.06038647342995169,-0.02660077065229416,0.007243931293487549,0.00276597635820508,1.0,1.0,0.0,0.0,0.0,0.9951690821256038,0.9951690821256038,-0.029999999329447746,0.029999999329447746,0.00208514416590333
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-44-41,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-44-41/trajectory_data.npz,ok,1411,0.0007087172218284905,0.01842664776754075,0.00783326756209135,0.0016136638587340713,0.08726653084158897,0.08733375370502472,ee_position,"(1411, 6)","(1411, 3)",0.001417434443656981,0.23954642097802978,-0.006072565913200378,0.0024458765983581543,0.0011180678848177195,0.001417434443656981,0.1254429482636428,-0.0029853153973817825,0.005852729082107544,0.0011031427420675755,0.007795889440113395,0.022678951098511695,-0.02660077065229416,0.006604820489883423,0.001871720189228654,0.930545712260808,0.930545712260808,-0.08726668357849121,0.08726668357849121,0.02299836277961731,0.9978738483345145,0.9978738483345145,-0.029999999329447746,0.029999999329447746,0.001383142895065248
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-46-35,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-46-35/trajectory_data.npz,ok,1103,0.0009066183136899365,0.028105167724388033,0.005796188022941351,0.001553107867948711,0.02473020330071194,0.08730395138263702,ee_position,"(1103, 6)","(1103, 3)",0.001813236627379873,0.15503173164097914,-0.0008756592869758606,0.002696029841899872,0.0004849388205911964,0.001813236627379873,0.22212148685403446,-0.002930194139480591,0.0044685713946819305,0.0008245094213634729,0.014505893019038985,0.02901178603807797,-0.02660077065229416,0.007427841424942017,0.002228132216259837,0.9537624660018132,0.9537624660018132,-0.08726668357849121,0.08726668357849121,0.018764665350317955,0.9963735267452403,0.9963735267452403,-0.029999999329447746,0.029999999329447746,0.0018066061893478036
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-49-06,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-49-06/trajectory_data.npz,ok,1373,0.0007283321194464676,0.02986161689730517,0.00511261448264122,0.0014009337173774838,0.0076983077451586715,0.0872693732380867,ee_position,"(1373, 6)","(1373, 3)",0.0021849963583394027,0.15003641660597233,-0.006861932575702667,0.006624527275562286,0.0019355288241058588,0.0014566642388929353,0.1529497450837582,-0.0009364187717437744,0.0049881599843502045,0.0006377003737725317,0.011653313911143482,0.03058994901675164,-0.02660077065229416,0.007699877023696899,0.002116037532687187,0.9650400582665696,0.9650400582665696,-0.08726668357849121,0.08726668357849121,0.016316713765263557,0.9978150036416606,0.9978150036416606,-0.029999999329447746,0.029999999329447746,0.0014021480455994606
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-51-23,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2025-12-14_17-51-23/trajectory_data.npz,ok,792,0.0012626262626262627,0.039141414141414144,0.002697667106986046,0.0021212820429354906,0.007016724185086779,0.030202561989426613,ee_position,"(792, 6)","(792, 3)",0.0025252525252525255,0.19570707070707072,-0.006950318813323975,0.004382088780403137,0.0016580084338784218,0.0025252525252525255,0.19696969696969696,-0.0024460293352603912,0.0009312990587204695,0.0004917682381346822,0.020202020202020204,0.041666666666666664,-0.02660077065229416,0.007129400968551636,0.002899137558415532,1.0,1.0,0.0,0.0,0.0,0.9949494949494949,0.9949494949494949,-0.029999999329447746,0.029999999329447746,0.0021320071537047625
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-40-22,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-40-22/trajectory_data.npz,ok,1035,0.000966183574879227,0.030917874396135265,0.004913012962788343,0.0012954948469996452,0.0072268380317837,0.0874018594622612,ee_position,"(1035, 6)","(1035, 3)",0.001932367149758454,0.11980676328502415,-0.002496853470802307,0.0035629384219646454,0.0006672360468655825,0.001932367149758454,0.10821256038647344,-0.007547587156295776,0.003362506628036499,0.001605352619662881,0.015458937198067632,0.03188405797101449,-0.02660077065229416,0.0068541765213012695,0.002215881599113345,0.966183574879227,0.966183574879227,-0.08726644515991211,0.08726644515991211,0.016047416254878044,0.9971014492753624,0.9971014492753624,-0.029999999329447746,0.029999999329447746,0.0016148855211213231
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-41-51,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-41-51/trajectory_data.npz,ok,1074,0.000931098696461825,0.030726256983240222,0.009105611592531204,0.0016846952494233847,0.08726907670497894,0.08741916716098785,ee_position,"(1074, 6)","(1074, 3)",0.002793296089385475,0.15363128491620112,-0.004208803176879883,0.0047416090965271,0.0010337743442505598,0.00186219739292365,0.1527001862197393,-0.004583366215229034,0.0031038224697113037,0.0008870429592207074,0.0148975791433892,0.03165735567970205,-0.02660077065229416,0.006486058235168457,0.00209997221827507,0.9162011173184358,0.9162011173184358,-0.08726668357849121,0.08726668357849121,0.025261925533413887,0.9972067039106145,0.9972067039106145,-0.029999999329447746,0.029999999329447746,0.001585302990861237
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-43-02,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-43-02/trajectory_data.npz,ok,1036,0.0009652509652509653,0.029922779922779922,0.005609930492937565,0.001548851898405701,0.007980919675901532,0.08736822009086609,ee_position,"(1036, 6)","(1036, 3)",0.0019305019305019305,0.15637065637065636,-0.0019363071769475937,0.001917184330523014,0.00047665013698861003,0.0019305019305019305,0.16216216216216217,-0.004311032593250275,0.0045999810099601746,0.0011169211938977242,0.015444015444015444,0.029922779922779922,-0.02660077065229416,0.007211416959762573,0.002380094723775983,0.9575289575289575,0.9575289575289575,-0.08726668357849121,0.08726668357849121,0.017984313890337944,0.997104247104247,0.997104247104247,-0.029999999329447746,0.029999999329447746,0.00161410600412637
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-44-15,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-44-15/trajectory_data.npz,ok,942,0.0010615711252653928,0.032908704883227176,0.005180224310606718,0.001373636128846556,0.007501173461787397,0.08732762187719345,ee_position,"(942, 6)","(942, 3)",0.0021231422505307855,0.1316348195329087,-0.005930967628955841,0.0038374625146389008,0.001352085149846971,0.0021231422505307855,0.11146496815286625,-0.0030207745730876923,0.002499663271009922,0.0007817251025699079,0.016985138004246284,0.03397027600849257,-0.02660077065229416,0.007345378398895264,0.0022163197863847017,0.9628450106157113,0.9628450106157113,-0.08726668357849121,0.08726668357849121,0.01682090573012829,0.9968152866242038,0.9968152866242038,-0.029999999329447746,0.029999999329447746,0.0016926983371376991
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-45-49,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_14-45-49/trajectory_data.npz,ok,854,0.00117096018735363,0.03629976580796253,0.003488343907520175,0.0022798284189775586,0.008031415753066531,0.08736073970794678,ee_position,"(854, 6)","(854, 3)",0.00234192037470726,0.09250585480093677,-0.005066823214292526,0.006238430738449097,0.0015897483099251986,0.00234192037470726,0.10187353629976581,-0.01472046971321106,0.005508065223693848,0.002427070401608944,0.01873536299765808,0.03629976580796253,-0.02660077065229416,0.007479816675186157,0.002578246407210827,0.9941451990632318,0.9941451990632318,-0.08726644515991211,0.08726644515991211,0.00667655561119318,0.9964871194379391,0.9964871194379391,-0.029999999329447746,0.029999999329447746,0.0017777396133169532
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-02-32,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-02-32/trajectory_data.npz,ok,929,0.001076426264800861,0.024757804090419805,0.002345919143408537,0.0012641609646379948,0.008487768098711967,0.030018409714102745,ee_position,"(929, 6)","(929, 3)",0.002152852529601722,0.06458557588805167,-0.003274574875831604,0.00553642213344574,0.0012696940684691072,0.002152852529601722,0.0527448869752422,-0.009895019233226776,0.005637228488922119,0.0026440774090588093,0.008611410118406888,0.02798708288482239,-0.02660077065229416,0.006894618272781372,0.0017468222649767995,1.0,1.0,0.0,0.0,0.0,0.9967707212055974,0.9967707212055974,-0.029999999329447746,0.029999999329447746,0.0017044964479282498
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-03-54,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-03-54/trajectory_data.npz,ok,1068,0.0009363295880149813,0.026217228464419477,0.006059227045625448,0.000982632307568565,0.08726647235453129,0.08732235431671143,ee_position,"(1068, 6)","(1068, 3)",0.0018726591760299626,0.07303370786516854,-0.004294693470001221,0.005903266370296478,0.0013155224733054638,0.0018726591760299626,0.05711610486891386,-0.00316803902387619,0.006190769374370575,0.0010738407727330923,0.012172284644194757,0.027153558052434457,-0.02660077065229416,0.0073850154876708984,0.0017663046019151807,0.9485018726591761,0.9485018726591761,-0.08726644515991211,0.08726644515991211,0.019803380593657494,0.9971910112359551,0.9971910112359551,-0.029999999329447746,0.029999999329447746,0.0015897487755864859
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-05-07,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-05-07/trajectory_data.npz,ok,1079,0.0009267840593141798,0.026876737720111215,0.005042383912950754,0.0011887259315699339,0.008371111564338202,0.08731096982955933,ee_position,"(1079, 6)","(1079, 3)",0.0018535681186283596,0.07136237256719184,-0.007188484072685242,0.0073522478342056274,0.0017569963820278645,0.0018535681186283596,0.1010194624652456,-0.008206874132156372,0.006204485893249512,0.0024205597583204508,0.012974976830398516,0.07043558850787766,-0.02660077065229416,0.005176961421966553,0.0016058903420343995,0.9684893419833179,0.9684893419833179,-0.08726644515991211,0.08726644515991211,0.015490878373384476,0.9972196478220574,0.9972196478220574,-0.029999999329447746,0.029999999329447746,0.001581626827828586
HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-06-27,/root/repo/cdpr_synth_10hz/videos/HUMAN_CONTROL_desk__milk-orange_juice-plate_wrapper__localpatched_teleop_2026-01-09_15-06-27/trajectory_data.npz,ok,1131,0.0008841732979664014,0.013262599469496022,0.0069558448158204556,0.0015427162870764732,0.08726677298545837,0.08730948716402054,ee_position,"(1131, 6)","(1131, 3)",0.0017683465959328027,0.06631299734748011,-0.008178621530532837,0.007321178913116455,0.0023694776464253664,0.0017683465959328027,0.08311229000884174,-0.007214486598968506,0.008131295442581177,0.0022444948554039,0.0017683465959328027,0.015030946065428824,-0.02660077065229416,0.007341235876083374,0.0019655851647257805,0.9487179487179487,0.9487179487179487,-0.08726668357849121,0.08726668357849121,0.019761962816119194,0.9973474801061007,0.9973474801061007,-0.029999999329447746,0.029999999329447746,0.001544850878417492
